"filename", "language", "JSON", "PHP", "JavaScript", "HTML", "CSS", "Markdown", "C#", "XML", "Shell Script", "comment", "blank", "total"
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\preview.html", "HTML", 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 9, 88
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\requirejs.html", "HTML", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 10, 71
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\resize.html", "HTML", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 8, 52
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\rulers.html", "HTML", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 8, 50
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\runmode-standalone.html", "HTML", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 11, 62
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\runmode.html", "HTML", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 11, 63
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\search.html", "HTML", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 10, 100
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\simplemode.html", "HTML", 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 19, 187
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\simplescrollbars.html", "HTML", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 13, 83
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\spanaffectswrapping_shim.html", "HTML", 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 12, 86
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\sublime.html", "HTML", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 10, 78
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\tern.html", "HTML", 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 22, 134
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\theme.html", "HTML", 0, 0, 0, 194, 0, 0, 0, 0, 0, 0, 7, 201
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\trailingspace.html", "HTML", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 8, 49
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\variableheight.html", "HTML", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 12, 68
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\vim.html", "HTML", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 14, 115
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\visibletabs.html", "HTML", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 8, 63
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\widget.html", "HTML", 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 13, 86
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\demo\xmlcomplete.html", "HTML", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 13, 120
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\doc\activebookmark.js", "JavaScript", 0, 0, 52, 0, 0, 0, 0, 0, 0, 1, 5, 58
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\doc\docs.css", "CSS", 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 36, 226
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\doc\internals.html", "HTML", 0, 0, 0, 439, 0, 0, 0, 0, 0, 0, 66, 505
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\doc\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 1, 20
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\doc\manual.html", "HTML", 0, 0, 0, 3347, 0, 0, 0, 0, 0, 0, 415, 3762
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\doc\realworld.html", "HTML", 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 10, 210
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\doc\releases.html", "HTML", 0, 0, 0, 1833, 0, 0, 0, 0, 0, 0, 370, 2203
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\doc\reporting.html", "HTML", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 15, 61
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\doc\upgrade_v2.2.html", "HTML", 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 23, 97
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\doc\upgrade_v3.html", "HTML", 0, 0, 0, 198, 0, 0, 0, 0, 0, 0, 33, 231
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\doc\upgrade_v4.html", "HTML", 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 36, 145
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\index.php", "PHP", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\keymap\emacs.js", "JavaScript", 0, 0, 444, 0, 0, 0, 0, 0, 0, 14, 88, 546
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\keymap\sublime.js", "JavaScript", 0, 0, 658, 0, 0, 0, 0, 0, 0, 7, 56, 721
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\keymap\vim.js", "JavaScript", 0, 0, 5022, 0, 0, 0, 0, 0, 0, 722, 234, 5978
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\lib\codemirror.css", "CSS", 0, 0, 0, 0, 279, 0, 0, 0, 0, 23, 43, 345
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\lib\codemirror.js", "JavaScript", 0, 0, 7882, 0, 0, 0, 0, 0, 0, 1025, 968, 9875
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\apl\apl.js", "JavaScript", 0, 0, 166, 0, 0, 0, 0, 0, 0, 2, 7, 175
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\apl\index.html", "HTML", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 14, 73
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\asciiarmor\asciiarmor.js", "JavaScript", 0, 0, 68, 0, 0, 0, 0, 0, 0, 2, 5, 75
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\asciiarmor\index.html", "HTML", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 9, 47
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\asn.1\asn.1.js", "JavaScript", 0, 0, 186, 0, 0, 0, 0, 0, 0, 4, 15, 205
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\asn.1\index.html", "HTML", 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 10, 79
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\asterisk\asterisk.js", "JavaScript", 0, 0, 185, 0, 0, 0, 0, 0, 0, 25, 11, 221
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\asterisk\index.html", "HTML", 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 26, 156
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\brainfuck\brainfuck.js", "JavaScript", 0, 0, 67, 0, 0, 0, 0, 0, 0, 16, 3, 86
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\brainfuck\index.html", "HTML", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 11, 86
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\clike\clike.js", "JavaScript", 0, 0, 716, 0, 0, 0, 0, 0, 0, 176, 49, 941
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\clike\index.html", "HTML", 0, 0, 0, 319, 0, 0, 0, 0, 0, 0, 62, 381
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\clike\scala.html", "HTML", 0, 0, 0, 698, 0, 0, 0, 0, 0, 0, 70, 768
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\clike\test.js", "JavaScript", 0, 0, 143, 0, 0, 0, 0, 0, 0, 2, 21, 166
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\clojure\clojure.js", "JavaScript", 0, 0, 254, 0, 0, 0, 0, 0, 0, 6, 33, 293
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\clojure\index.html", "HTML", 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 16, 96
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\clojure\test.js", "JavaScript", 0, 0, 346, 0, 0, 0, 0, 0, 0, 8, 31, 385
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\cmake\cmake.js", "JavaScript", 0, 0, 80, 0, 0, 0, 0, 0, 0, 10, 8, 98
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\cmake\index.html", "HTML", 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 14, 130
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\cobol\cobol.js", "JavaScript", 0, 0, 240, 0, 0, 0, 0, 0, 0, 10, 6, 256
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\cobol\index.html", "HTML", 0, 0, 0, 205, 0, 0, 0, 0, 0, 0, 6, 211
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\coffeescript\coffeescript.js", "JavaScript", 0, 0, 291, 0, 0, 0, 0, 0, 0, 25, 44, 360
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\coffeescript\index.html", "HTML", 0, 0, 0, 552, 0, 0, 0, 0, 0, 0, 189, 741
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\commonlisp\commonlisp.js", "JavaScript", 0, 0, 109, 0, 0, 0, 0, 0, 0, 2, 15, 126
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\commonlisp\index.html", "HTML", 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 20, 178
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\crystal\crystal.js", "JavaScript", 0, 0, 347, 0, 0, 0, 0, 0, 0, 20, 67, 434
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\crystal\index.html", "HTML", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 24, 117
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\css\css.js", "JavaScript", 0, 0, 796, 0, 0, 0, 0, 0, 0, 8, 59, 863
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\css\gss.html", "HTML", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 23, 105
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\css\gss_test.js", "JavaScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 5, 18
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\css\index.html", "HTML", 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 16, 82
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\css\less.html", "HTML", 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 22, 153
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\css\less_test.js", "JavaScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 2, 9, 55
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\css\scss.html", "HTML", 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 28, 159
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\css\scss_test.js", "JavaScript", 0, 0, 78, 0, 0, 0, 0, 0, 0, 2, 31, 111
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\css\test.js", "JavaScript", 0, 0, 164, 0, 0, 0, 0, 0, 0, 6, 48, 218
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\cypher\cypher.js", "JavaScript", 0, 0, 141, 0, 0, 0, 0, 0, 0, 4, 8, 153
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\cypher\index.html", "HTML", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 6, 65
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\cypher\test.js", "JavaScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 2, 12, 38
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\d\d.js", "JavaScript", 0, 0, 202, 0, 0, 0, 0, 0, 0, 3, 19, 224
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\d\index.html", "HTML", 0, 0, 0, 235, 0, 0, 0, 0, 0, 0, 39, 274
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\d\test.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 4, 12
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\dart\dart.js", "JavaScript", 0, 0, 142, 0, 0, 0, 0, 0, 0, 8, 17, 167
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\dart\index.html", "HTML", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 12, 72
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\diff\diff.js", "JavaScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 2, 11, 48
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\diff\index.html", "HTML", 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 10, 118
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\django\django.js", "JavaScript", 0, 0, 266, 0, 0, 0, 0, 0, 0, 45, 46, 357
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\django\index.html", "HTML", 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 8, 74
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\dockerfile\dockerfile.js", "JavaScript", 0, 0, 193, 0, 0, 0, 0, 0, 0, 10, 9, 212
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\dockerfile\index.html", "HTML", 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 10, 74
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\dockerfile\test.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 97, 5, 129
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\dtd\dtd.js", "JavaScript", 0, 0, 116, 0, 0, 0, 0, 0, 0, 9, 18, 143
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\dtd\index.html", "HTML", 0, 0, 0, 75, 0, 0, 0, 0, 0, 3, 12, 90
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\dylan\dylan.js", "JavaScript", 0, 0, 276, 0, 0, 0, 0, 0, 0, 44, 33, 353
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\dylan\index.html", "HTML", 0, 0, 0, 352, 0, 0, 0, 0, 0, 0, 56, 408
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\dylan\test.js", "JavaScript", 0, 0, 76, 0, 0, 0, 0, 0, 0, 3, 10, 89
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\ebnf\ebnf.js", "JavaScript", 0, 0, 156, 0, 0, 0, 0, 0, 0, 25, 15, 196
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\ebnf\index.html", "HTML", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 13, 103
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\ecl\ecl.js", "JavaScript", 0, 0, 184, 0, 0, 0, 0, 0, 0, 3, 20, 207
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\ecl\index.html", "HTML", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 9, 53
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\eiffel\eiffel.js", "JavaScript", 0, 0, 105, 0, 0, 0, 0, 0, 0, 52, 4, 161
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\eiffel\index.html", "HTML", 0, 0, 0, 376, 0, 0, 0, 0, 0, 0, 54, 430
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\elm\elm.js", "JavaScript", 0, 0, 216, 0, 0, 0, 0, 0, 0, 2, 28, 246
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\elm\index.html", "HTML", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 11, 62
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\erlang\erlang.js", "JavaScript", 0, 0, 471, 0, 0, 0, 0, 0, 0, 63, 86, 620
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\erlang\index.html", "HTML", 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 13, 77
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\factor\factor.js", "JavaScript", 0, 0, 58, 0, 0, 0, 0, 0, 0, 23, 5, 86
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\factor\index.html", "HTML", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 16, 78
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\fcl\fcl.js", "JavaScript", 0, 0, 143, 0, 0, 0, 0, 0, 0, 3, 28, 174
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\fcl\index.html", "HTML", 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 17, 109
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\forth\forth.js", "JavaScript", 0, 0, 155, 0, 0, 0, 0, 0, 0, 12, 14, 181
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\forth\index.html", "HTML", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 14, 76
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\fortran\fortran.js", "JavaScript", 0, 0, 171, 0, 0, 0, 0, 0, 0, 3, 15, 189
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\fortran\index.html", "HTML", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 21, 82
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\gas\gas.js", "JavaScript", 0, 0, 296, 0, 0, 0, 0, 0, 0, 17, 41, 354
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\gas\index.html", "HTML", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 12, 69
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\gfm\gfm.js", "JavaScript", 0, 0, 107, 0, 0, 0, 0, 0, 0, 15, 8, 130
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\gfm\index.html", "HTML", 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 29, 137
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\gfm\test.js", "JavaScript", 0, 0, 139, 0, 0, 0, 0, 0, 0, 2, 58, 199
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\gherkin\gherkin.js", "JavaScript", 0, 0, 124, 0, 0, 0, 0, 0, 0, 30, 25, 179
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\gherkin\index.html", "HTML", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 7, 49
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\go\go.js", "JavaScript", 0, 0, 166, 0, 0, 0, 0, 0, 0, 3, 19, 188
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\go\index.html", "HTML", 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 13, 86
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\groovy\groovy.js", "JavaScript", 0, 0, 225, 0, 0, 0, 0, 0, 0, 5, 18, 248
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\groovy\index.html", "HTML", 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 12, 85
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\haml\haml.js", "JavaScript", 0, 0, 133, 0, 0, 0, 0, 0, 0, 13, 16, 162
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\haml\index.html", "HTML", 0, 0, 0, 68, 0, 0, 0, 0, 0, 1, 11, 80
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\haml\test.js", "JavaScript", 0, 0, 70, 0, 0, 0, 0, 0, 0, 4, 24, 98
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\handlebars\handlebars.js", "JavaScript", 0, 0, 52, 0, 0, 0, 0, 0, 0, 8, 11, 71
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\handlebars\index.html", "HTML", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 18, 83
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\haskell-literate\haskell-literate.js", "JavaScript", 0, 0, 37, 0, 0, 0, 0, 0, 0, 2, 5, 44
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\haskell-literate\index.html", "HTML", 0, 0, 0, 231, 0, 0, 0, 0, 0, 0, 52, 283
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\haskell\haskell.js", "JavaScript", 0, 0, 231, 0, 0, 0, 0, 0, 0, 3, 35, 269
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\haskell\index.html", "HTML", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 12, 74
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\haxe\haxe.js", "JavaScript", 0, 0, 450, 0, 0, 0, 0, 0, 0, 13, 53, 516
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\haxe\index.html", "HTML", 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 15, 125
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\htmlembedded\htmlembedded.js", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 2, 4, 38
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\htmlembedded\index.html", "HTML", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 8, 61
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\htmlmixed\htmlmixed.js", "JavaScript", 0, 0, 134, 0, 0, 0, 0, 0, 0, 2, 18, 154
"c:\Users\Tochi\Documents\webtoolsClone\webtools\codemirror\mode\htmlmixed\index.html", "HTML", 0, 0, 0, 90, 0, 0, 0, 0, 0, 1, 10, 101
